"num","state","startdate","enddate","pollster","grade","spread","lower","upper","actual_spread","error","hit"
"380","Hawaii",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.149,-0.0778357257690006,0.375835725769,0.322,-0.173,TRUE
"381","Iowa",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.1,-0.148783988071597,-0.0512160119284032,-0.094,-0.00600000000000001,TRUE
"382","Nevada",2016-11-01,2016-11-03,"Rasmussen Reports/Pulse Opinion Research","C+",0,-0.0855398411289719,0.0855398411289719,0.024,-0.024,FALSE
"383","Pennsylvania",2016-11-01,2016-11-03,"Rasmussen Reports/Pulse Opinion Research","C+",0.06,-0.0253857305904003,0.1453857305904,-0.00700000000000001,0.067,FALSE
"384","New Hampshire",2016-11-01,2016-11-03,"Rasmussen Reports/Pulse Opinion Research","C+",0.01,-0.0755355640299853,0.0955355640299854,0.00299999999999995,0.00700000000000006,TRUE
"385","North Carolina",2016-11-01,2016-11-03,"Rasmussen Reports/Pulse Opinion Research","C+",0.03,-0.0555013395356554,0.115501339535655,-0.036,0.0659999999999999,FALSE
"386","Ohio",2016-11-01,2016-11-03,"Rasmussen Reports/Pulse Opinion Research","C+",0.01,-0.0755355640299853,0.0955355640299854,-0.082,0.092,FALSE
"387","Indiana",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.17,-0.221936057387525,-0.118063942612475,-0.191,0.021,TRUE
"388","Florida",2016-11-01,2016-11-03,"Rasmussen Reports/Pulse Opinion Research","C+",-0.01,-0.0955355640299854,0.0755355640299853,-0.012,0.002,TRUE
"389","Illinois",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.17,0.120213474579235,0.219786525420765,0.17,5.55111512312578e-17,TRUE
"390","New Hampshire",2016-10-31,2016-11-03,"University of New Hampshire","B+",0.08,-0.00608951634066869,0.166089516340669,0.00299999999999995,0.077,TRUE
"391","Wyoming",2016-10-04,2016-11-06,"YouGov","B",-0.328,-0.478675725553422,-0.177324274446578,-0.463,0.135,TRUE
"392","Michigan",2016-11-03,2016-11-03,"Mitchell Research & Communications","D",0.05,-0.0116864542921734,0.111686454292173,-0.002,0.052,FALSE
"393","Virginia",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.1,0.0575353647123578,0.142464635287642,0.054,0.046,TRUE
"394","New York",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.27,0.229128763074543,0.310871236925457,0.225,0.045,TRUE
"395","Georgia",2016-10-30,2016-11-06,"SurveyMonkey","C-",0,-0.0404481855686776,0.0404481855686776,-0.051,0.051,FALSE
"396","Wisconsin",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.01,-0.034462100388746,0.054462100388746,-0.00700000000000001,0.017,FALSE
"397","California",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.26,0.223270335554888,0.296729664445112,0.301,-0.0409999999999999,TRUE
"398","Arizona",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.02,-0.0206658736587963,0.0606658736587963,-0.036,0.056,FALSE
"399","New Hampshire",2016-10-30,2016-11-02,"University of New Hampshire","B+",0.07,-0.0205708608892294,0.160570860889229,0.00299999999999995,0.067,TRUE
"400","Pennsylvania",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.05,0.0122225709863208,0.0877774290136792,-0.00700000000000001,0.057,FALSE
"401","Nevada",2016-10-27,2016-10-31,"Rasmussen Reports/Pulse Opinion Research","C+",0.04,-0.0454713818613995,0.125471381861399,0.024,0.016,TRUE
"402","New Hampshire",2016-10-27,2016-10-31,"Rasmussen Reports/Pulse Opinion Research","C+",0.04,-0.0454713818613995,0.125471381861399,0.00299999999999995,0.037,TRUE
"403","North Carolina",2016-10-27,2016-10-31,"Rasmussen Reports/Pulse Opinion Research","C+",0,-0.0855398411289719,0.0855398411289719,-0.036,0.036,FALSE
"404","Pennsylvania",2016-10-27,2016-10-31,"Rasmussen Reports/Pulse Opinion Research","C+",-0.01,-0.0955355640299854,0.0755355640299853,-0.00700000000000001,-0.003,TRUE
"405","Ohio",2016-10-27,2016-10-31,"Rasmussen Reports/Pulse Opinion Research","C+",0.06,-0.0253857305904003,0.1453857305904,-0.082,0.142,FALSE
"406","Pennsylvania",2016-10-31,2016-11-02,"Rasmussen Reports/Pulse Opinion Research","C+",0.03,-0.0555013395356554,0.115501339535655,-0.00700000000000001,0.037,FALSE
"407","North Carolina",2016-10-31,2016-11-02,"Rasmussen Reports/Pulse Opinion Research","C+",0.05,-0.0354328494158941,0.135432849415894,-0.036,0.086,FALSE
"408","Ohio",2016-10-31,2016-11-02,"Rasmussen Reports/Pulse Opinion Research","C+",0.02,-0.0655227314496071,0.105522731449607,-0.082,0.102,FALSE
"409","Nevada",2016-10-31,2016-11-02,"Rasmussen Reports/Pulse Opinion Research","C+",0.01,-0.0755355640299853,0.0955355640299854,0.024,-0.014,TRUE
"410","New Hampshire",2016-10-31,2016-11-02,"Rasmussen Reports/Pulse Opinion Research","C+",0.01,-0.0755355640299853,0.0955355640299854,0.00299999999999995,0.00700000000000006,TRUE
"411","Florida",2016-10-27,2016-10-31,"Rasmussen Reports/Pulse Opinion Research","C+",0.00999999999999995,-0.0755355640299854,0.0955355640299853,-0.012,0.022,FALSE
"412","Florida",2016-10-31,2016-11-02,"Rasmussen Reports/Pulse Opinion Research","C+",0,-0.0855398411289719,0.0855398411289719,-0.012,0.012,FALSE
"413","Colorado",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.04,0.000123987317293121,0.0798760126827068,0.049,-0.00900000000000006,TRUE
"414","Ohio",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.03,-0.0689486410980104,0.00894864109801032,-0.082,0.052,TRUE
"415","Texas",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.05,-0.0877072758816221,-0.0122927241183779,-0.09,0.04,TRUE
"416","North Carolina",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.07,0.0334725679958036,0.106527432004196,-0.036,0.106,FALSE
"417","Michigan",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.02,-0.0165907777989523,0.0565907777989524,-0.002,0.022,FALSE
"418","New Hampshire",2016-10-29,2016-11-01,"University of New Hampshire","B+",0.09,-0.000231693744949024,0.180231693744949,0.00299999999999995,0.087,TRUE
"419","New Hampshire",2016-10-28,2016-10-31,"University of New Hampshire","B+",0.07,-0.0163222539400354,0.156322253940035,0.00299999999999995,0.0670000000000001,TRUE
"420","Hawaii",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.2157,0.0213804304603918,0.410019569539608,0.322,-0.1063,TRUE
"421","Ohio",2016-10-30,2016-11-01,"Rasmussen Reports/Pulse Opinion Research","C+",0.03,-0.0555013395356554,0.115501339535655,-0.082,0.112,FALSE
"422","Pennsylvania",2016-10-30,2016-11-01,"Rasmussen Reports/Pulse Opinion Research","C+",0.01,-0.0755355640299853,0.0955355640299854,-0.00700000000000001,0.017,FALSE
"423","New Hampshire",2016-10-30,2016-11-01,"Rasmussen Reports/Pulse Opinion Research","C+",0.04,-0.0454713818613994,0.1254713818614,0.00299999999999995,0.0370000000000001,TRUE
"424","North Carolina",2016-10-30,2016-11-01,"Rasmussen Reports/Pulse Opinion Research","C+",0.03,-0.0555013395356554,0.115501339535655,-0.036,0.0659999999999999,FALSE
"425","Nevada",2016-10-30,2016-11-01,"Rasmussen Reports/Pulse Opinion Research","C+",0,-0.0855398411289719,0.0855398411289719,0.024,-0.024,FALSE
"426","Florida",2016-10-30,2016-11-01,"Rasmussen Reports/Pulse Opinion Research","C+",0,-0.0855398411289719,0.0855398411289719,-0.012,0.012,FALSE
"427","Arkansas",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0460000000000001,-0.181107193665403,0.0891071936654027,-0.269,0.223,TRUE
"428","Oklahoma",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.2055,-0.324457540167967,-0.086542459832033,-0.364,0.1585,TRUE
"429","Montana",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.1218,-0.262562133791827,0.0189621337918275,-0.206,0.0842,TRUE
"430","Florida",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.02,-0.0127781124388638,0.0527781124388638,-0.012,0.032,FALSE
"431","West Virginia",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.1091,-0.286951404882198,0.0687514048821979,-0.421,0.3119,TRUE
"432","Vermont",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.4002,0.211910690740377,0.588489309259623,0.264,0.1362,TRUE
"433","New Mexico",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0659,-0.0598173810430953,0.191617381043095,0.083,-0.0170999999999999,TRUE
"434","Maine",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.1494,-0.0463642292086678,0.345164229208668,0.03,0.1194,TRUE
"435","Idaho",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.2244,-0.374927453158438,-0.0738725468415618,-0.318,0.0935999999999999,TRUE
"436","Nevada",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0707,-0.059927902004563,0.201327902004563,0.024,0.0467,TRUE
"437","Nebraska",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.1416,-0.270376612580372,-0.0128233874196281,-0.256,0.1144,TRUE
"438","Kansas",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0901000000000001,-0.0156063078430506,0.195806307843051,-0.206,0.2961,FALSE
"439","South Dakota",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.2377,-0.421746201072921,-0.053653798927079,-0.298,0.0602999999999999,TRUE
"440","Louisiana",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.2099,-0.324014099140045,-0.0957859008599553,-0.197,-0.0129,TRUE
"441","Mississippi",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.2954,-0.415274399225971,-0.175525600774029,-0.178,-0.1174,TRUE
"442","Alaska",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0327,-0.249026063379936,0.183626063379936,-0.147,0.1143,TRUE
"443","District of Columbia",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.2854,0.0670350729596578,0.503764927040342,0.868,-0.5826,TRUE
"444","Iowa",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0739,-0.0204692075654027,0.168269207565403,-0.094,0.1679,FALSE
"445","Delaware",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0333,-0.156071786464143,0.222671786464143,0.115,-0.0817000000000001,TRUE
"446","Maryland",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.2215,0.136867134186413,0.306132865813587,0.264,-0.0425,TRUE
"447","Wyoming",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.3059,-0.509498433004098,-0.102301566995902,-0.463,0.1571,TRUE
"448","Connecticut",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0864,-0.0159458702369052,0.188745870236905,0.137,-0.0506000000000001,TRUE
"449","North Dakota",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.2196,-0.423432810720062,-0.0157671892799384,-0.358,0.1384,TRUE
"450","New Hampshire",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0126,-0.230356488491491,0.205156488491491,0.00299999999999995,-0.0155999999999999,FALSE
"451","Rhode Island",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0180999999999999,-0.223115367128501,0.259315367128501,0.155,-0.1369,TRUE
"452","Michigan",2016-11-02,2016-11-02,"Mitchell Research & Communications","D",0.03,-0.0277701706370993,0.0877701706370992,-0.002,0.032,FALSE
"453","Alabama",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.3574,-0.444370208440414,-0.270429791559586,-0.277,-0.0803999999999999,TRUE
"454","South Carolina",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0625,-0.162847463741791,0.0378474637417905,-0.142,0.0794999999999999,TRUE
"455","Massachusetts",2016-10-21,2016-11-02,"Ipsos","A-",0.1747,0.0965637470870858,0.252836252912914,0.272,-0.0973,TRUE
"456","Indiana",2016-10-28,2016-11-03,"Ipsos","A-",-0.1485,-0.25984855941834,-0.0371514405816604,-0.191,0.0425,TRUE
"457","Tennessee",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.1091,-0.203940033269154,-0.0142599667308459,-0.26,0.1509,TRUE
"458","Oregon",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.07,-0.0243958296912876,0.164395829691288,0.11,-0.04,TRUE
"459","Georgia",2016-10-28,2016-11-03,"Ipsos","A-",-0.0637,-0.157698567278797,0.0302985672787967,-0.051,-0.0127,TRUE
"460","Illinois",2016-10-28,2016-11-03,"Ipsos","A-",0.1275,0.0415039241583839,0.213496075841616,0.17,-0.0425,TRUE
"461","North Carolina",2016-10-28,2016-11-03,"Ipsos","A-",-0.00870000000000004,-0.111709521373415,0.0943095213734151,-0.036,0.0272999999999999,TRUE
"462","Kentucky",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.1191,-0.221239218678654,-0.0169607813213464,-0.298,0.1789,TRUE
"463","Michigan",2016-10-28,2016-11-03,"Ipsos","A-",0.00199999999999995,-0.106386039235214,0.110386039235214,-0.002,0.00399999999999995,FALSE
"464","Massachusetts",2016-10-28,2016-11-03,"Ipsos","A-",0.1581,0.0540568895740199,0.26214311042598,0.272,-0.1139,TRUE
"465","Massachusetts",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.2163,0.129941990865509,0.302658009134491,0.272,-0.0557000000000001,TRUE
"466","Virginia",2016-10-28,2016-11-03,"Ipsos","A-",0.0690999999999999,-0.0134519507441356,0.151651950744136,0.054,0.0150999999999999,TRUE
"467","Minnesota",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0619,-0.012679634439004,0.136479634439004,0.015,0.0469000000000001,TRUE
"468","Colorado",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.1477,0.0708951208941101,0.22450487910589,0.049,0.0987,TRUE
"469","Missouri",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.00820000000000004,-0.0809386404089608,0.0645386404089608,-0.187,0.1788,TRUE
"470","New Jersey",2016-10-28,2016-11-03,"Ipsos","A-",0.1359,0.0536241181645633,0.218175881835437,0.141,-0.0051000000000001,TRUE
"471","Georgia",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0864,-0.170428020946454,-0.00237197905354569,-0.051,-0.0354,TRUE
"472","Pennsylvania",2016-10-28,2016-11-03,"Ipsos","A-",0.0411,-0.0478221806202888,0.130022180620289,-0.00700000000000001,0.0481,FALSE
"473","Texas",2016-10-28,2016-11-03,"Ipsos","A-",-0.0985,-0.17195754818672,-0.0250424518132799,-0.09,-0.00850000000000006,TRUE
"474","Ohio",2016-10-28,2016-11-03,"Ipsos","A-",0.0148,-0.0684617701001237,0.0980617701001237,-0.082,0.0968,FALSE
"475","Arizona",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0501,-0.0263276391455685,0.126527639145568,-0.036,0.0861,FALSE
"476","New York",2016-10-28,2016-11-03,"Ipsos","A-",0.222,0.140660040167612,0.303339959832388,0.225,-0.00299999999999995,TRUE
"477","Washington",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.1704,0.0931480215632708,0.247651978436729,0.162,0.00840000000000002,TRUE
"478","Indiana",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0264,-0.0444842936467893,0.0972842936467894,-0.191,0.2174,FALSE
"479","Virginia",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0488,-0.0273429364620998,0.1249429364621,0.054,-0.00520000000000004,TRUE
"480","North Carolina",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0620000000000001,-0.13465119552366,0.0106511955236599,-0.036,-0.0260000000000001,TRUE
"481","California",2016-10-28,2016-11-03,"Ipsos","A-",0.3006,0.231975241802664,0.369224758197336,0.301,-0.000400000000000011,TRUE
"482","Nebraska",2016-10-13,2016-11-02,"Ipsos","A-",-0.2104,-0.316198423540894,-0.104601576459106,-0.256,0.0456,TRUE
"483","Michigan",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.026,-0.0493020701206019,0.101302070120602,-0.002,0.028,FALSE
"484","Wisconsin",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.1252,0.0571274122285001,0.1932725877715,-0.00700000000000001,0.1322,FALSE
"485","Florida",2016-10-28,2016-11-03,"Ipsos","A-",0.00990000000000002,-0.0548558592661387,0.0746558592661388,-0.012,0.0219,FALSE
"486","Mississippi",2016-10-13,2016-11-02,"Ipsos","A-",-0.2475,-0.365044243872115,-0.129955756127884,-0.178,-0.0695,TRUE
"487","Texas",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.115,-0.169849400799714,-0.0601505992002861,-0.09,-0.025,TRUE
"488","New Jersey",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.0536,-0.0110659408943178,0.118265940894318,0.141,-0.0874000000000001,TRUE
"489","Ohio",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0203,-0.0828320756301579,0.0422320756301579,-0.082,0.0617,TRUE
"490","West Virginia",2016-10-14,2016-11-02,"Ipsos","A-",-0.238,-0.364071951526275,-0.111928048473725,-0.421,0.183,TRUE
"491","Illinois",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.144,0.0876571501016003,0.2003428498984,0.17,-0.026,TRUE
"492","Pennsylvania",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.0259,-0.0869793898753405,0.0351793898753404,-0.00700000000000001,-0.0189,TRUE
"493","New York",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.121,0.0654124810506976,0.176587518949302,0.225,-0.104,TRUE
"494","Florida",2016-10-25,2016-10-31,"Google Consumer Surveys","B",-0.076,-0.130496640175988,-0.0215033598240124,-0.012,-0.064,TRUE
"495","Connecticut",2016-10-21,2016-11-03,"Ipsos","A-",0.0747000000000001,-0.0302224103986909,0.179622410398691,0.137,-0.0623,TRUE
"496","South Carolina",2016-10-21,2016-11-03,"Ipsos","A-",-0.0492,-0.174265860719901,0.0758658607199015,-0.142,0.0927999999999999,TRUE
"497","Missouri",2016-10-21,2016-11-03,"Ipsos","A-",-0.0861,-0.182654091656054,0.0104540916560535,-0.187,0.1009,TRUE
"498","Alabama",2016-10-21,2016-11-03,"Ipsos","A-",-0.167,-0.275708243484128,-0.0582917565158723,-0.277,0.11,TRUE
"499","Kentucky",2016-10-21,2016-11-03,"Ipsos","A-",-0.2343,-0.332303566166602,-0.136296433833397,-0.298,0.0637,TRUE
"500","California",2016-10-25,2016-10-31,"Google Consumer Surveys","B",0.1942,0.142160402329043,0.246239597670957,0.301,-0.1068,TRUE
"501","District of Columbia",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.81,0.747296101918357,0.872703898081643,0.868,-0.0579999999999999,TRUE
"502","Oregon",2016-10-21,2016-11-03,"Ipsos","A-",0.0862999999999999,-0.00534248704759357,0.177942487047593,0.11,-0.0237000000000001,TRUE
"503","Maryland",2016-10-21,2016-11-03,"Ipsos","A-",0.1814,0.0910398910050481,0.271760108994952,0.264,-0.0826,TRUE
"504","Colorado",2016-10-21,2016-11-03,"Ipsos","A-",0.0536000000000001,-0.0300815420573618,0.137281542057362,0.049,0.00460000000000005,TRUE
"505","Nebraska",2016-10-20,2016-11-03,"Ipsos","A-",-0.2175,-0.34857955168608,-0.0864204483139198,-0.256,0.0385,TRUE
"506","Delaware",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.15,0.0528674169678178,0.247132583032182,0.115,0.035,TRUE
"507","Maine",2016-10-20,2016-11-03,"Ipsos","A-",0.0824,-0.0450191648174375,0.209819164817438,0.03,0.0524000000000001,TRUE
"508","Hawaii",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.25,0.161325042250479,0.338674957749521,0.322,-0.072,TRUE
"509","New Hampshire",2016-10-20,2016-11-03,"Ipsos","A-",0.0649,-0.0755205494574488,0.205320549457449,0.00299999999999995,0.0619,TRUE
"510","Tennessee",2016-10-21,2016-11-03,"Ipsos","A-",-0.1464,-0.231505906904716,-0.0612940930952836,-0.26,0.1136,TRUE
"511","Michigan",2016-11-01,2016-11-01,"Mitchell Research & Communications","D",0.03,-0.0357795291671126,0.0957795291671125,-0.002,0.032,FALSE
"512","Wisconsin",2016-10-21,2016-11-03,"Ipsos","A-",0.0719,-0.00471823064331728,0.148518230643317,-0.00700000000000001,0.0789,FALSE
"513","Arizona",2016-10-21,2016-11-02,"Ipsos","A-",-0.0165999999999999,-0.0979718610634757,0.0647718610634758,-0.036,0.0194000000000001,TRUE
"514","Washington",2016-10-21,2016-11-03,"Ipsos","A-",0.0701,-0.0136490994461745,0.153849099446174,0.162,-0.0918999999999999,TRUE
"515","West Virginia",2016-10-20,2016-11-03,"Ipsos","A-",-0.2373,-0.382477143578292,-0.0921228564217078,-0.421,0.1837,TRUE
"516","Vermont",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.34,0.254979524606029,0.425020475393971,0.264,0.0759999999999999,TRUE
"517","Idaho",2016-10-20,2016-11-03,"Ipsos","A-",-0.2171,-0.35589939345687,-0.0783006065431301,-0.318,0.1009,TRUE
"518","Rhode Island",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.13,0.0341425154736537,0.225857484526346,0.155,-0.025,TRUE
"519","Wyoming",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.38,-0.506008054473523,-0.253991945526477,-0.463,0.0830000000000001,TRUE
"520","Minnesota",2016-10-21,2016-11-03,"Ipsos","A-",0.0545,-0.0229803921765818,0.131980392176582,0.015,0.0395,TRUE
"521","Montana",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.21,-0.302410239122376,-0.117589760877624,-0.206,-0.00400000000000006,TRUE
"522","North Dakota",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.28,-0.391065295312389,-0.168934704687611,-0.358,0.078,TRUE
"523","Mississippi",2016-10-20,2016-11-03,"Ipsos","A-",-0.1931,-0.341468508450224,-0.044731491549776,-0.178,-0.0151,TRUE
"524","New Mexico",2016-10-20,2016-11-03,"Ipsos","A-",0.0276,-0.130793333337932,0.185993333337932,0.083,-0.0554,TRUE
"525","Delaware",2016-10-28,2016-11-03,"SurveyMonkey","C-",0.14,0.0435677653938677,0.236432234606132,0.115,0.025,TRUE
"526","South Dakota",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.23,-0.321664687278951,-0.138335312721049,-0.298,0.0679999999999999,TRUE
"527","District of Columbia",2016-10-28,2016-11-03,"SurveyMonkey","C-",0.8,0.734667867181998,0.865332132818002,0.868,-0.0680000000000001,TRUE
"528","Alaska",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.13,-0.23116580833839,-0.02883419166161,-0.147,0.017,TRUE
"529","West Virginia",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.3,-0.389851398063816,-0.210148601936184,-0.421,0.121,TRUE
"530","Arkansas",2016-10-14,2016-11-02,"Ipsos","A-",-0.1507,-0.246042093488162,-0.0553579065118381,-0.269,0.1183,TRUE
"531","Hawaii",2016-10-28,2016-11-03,"SurveyMonkey","C-",0.23,0.13854627890932,0.32145372109068,0.322,-0.092,TRUE
"532","Delaware",2016-10-20,2016-11-03,"Ipsos","A-",0.1087,-0.067695358246265,0.285095358246265,0.115,-0.00630000000000008,TRUE
"533","Wyoming",2016-10-28,2016-11-03,"SurveyMonkey","C-",-0.4,-0.527020183620224,-0.272979816379776,-0.463,0.0630000000000001,TRUE
"534","New Mexico",2016-11-01,2016-11-02,"Zia Poll",NA,0.03,-0.0290149132752801,0.0890149132752802,0.083,-0.0529999999999999,TRUE
"535","Montana",2016-10-20,2016-11-03,"Ipsos","A-",-0.1805,-0.366864709565697,0.00586470956569704,-0.206,0.0255,TRUE
"536","Idaho",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.17,-0.25191108379748,-0.0880889162025199,-0.318,0.148,TRUE
"537","Vermont",2016-10-28,2016-11-03,"SurveyMonkey","C-",0.33,0.242685143949451,0.417314856050549,0.264,0.0659999999999999,TRUE
"538","Rhode Island",2016-10-28,2016-11-03,"SurveyMonkey","C-",0.11,0.0116076008700869,0.208392399129913,0.155,-0.045,TRUE
"539","New Mexico",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.05,-0.0187799781881218,0.118779978188122,0.083,-0.033,TRUE
"540","Mississippi",2016-10-29,2016-11-04,"SurveyMonkey","C-",-0.1,-0.173498649420252,-0.026501350579748,-0.178,0.078,TRUE
"541","North Dakota",2016-10-28,2016-11-03,"SurveyMonkey","C-",-0.27,-0.383594378698845,-0.156405621301155,-0.358,0.0879999999999999,TRUE
"542","Wyoming",2016-10-27,2016-11-02,"SurveyMonkey","C-",-0.4,-0.523372908584347,-0.276627091415653,-0.463,0.0630000000000001,TRUE
"543","Delaware",2016-10-27,2016-11-02,"SurveyMonkey","C-",0.14,0.0426010020299848,0.237398997970015,0.115,0.025,TRUE
"544","Wyoming",2016-10-25,2016-10-31,"SurveyMonkey","C-",-0.4,-0.513383764821213,-0.286616235178787,-0.463,0.0630000000000001,TRUE
"545","Montana",2016-10-28,2016-11-03,"SurveyMonkey","C-",-0.19,-0.285854290750353,-0.0941457092496467,-0.206,0.016,TRUE
"546","New Hampshire",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.1,0.0242056743061695,0.17579432569383,0.00299999999999995,0.097,TRUE
"547","Wyoming",2016-10-26,2016-11-01,"SurveyMonkey","C-",-0.41,-0.530250673189063,-0.289749326810937,-0.463,0.053,TRUE
"548","District of Columbia",2016-10-26,2016-11-01,"SurveyMonkey","C-",0.84,0.782410964590039,0.897589035409961,0.868,-0.028,TRUE
"549","District of Columbia",2016-10-27,2016-11-02,"SurveyMonkey","C-",0.82,0.755553590977933,0.884446409022067,0.868,-0.048,TRUE
"550","Delaware",2016-10-26,2016-11-01,"SurveyMonkey","C-",0.12,0.0242533886112091,0.215746611388791,0.115,0.00499999999999995,TRUE
"551","Hawaii",2016-10-27,2016-11-02,"SurveyMonkey","C-",0.21,0.116938211757458,0.303061788242542,0.322,-0.112,TRUE
"552","South Dakota",2016-10-28,2016-11-03,"SurveyMonkey","C-",-0.21,-0.306662505219299,-0.113337494780701,-0.298,0.088,TRUE
"553","Rhode Island",2016-10-27,2016-11-02,"SurveyMonkey","C-",0.1,0.00137720427019355,0.198622795729806,0.155,-0.055,TRUE
"554","Delaware",2016-10-25,2016-10-31,"SurveyMonkey","C-",0.12,0.029078686862216,0.210921313137784,0.115,0.00499999999999995,TRUE
"555","Alaska",2016-10-28,2016-11-03,"SurveyMonkey","C-",-0.11,-0.216593654092098,-0.0034063459079024,-0.147,0.037,TRUE
"556","West Virginia",2016-10-28,2016-11-03,"SurveyMonkey","C-",-0.3,-0.395164536092053,-0.204835463907947,-0.421,0.121,TRUE
"557","Maine",2016-10-29,2016-11-04,"SurveyMonkey","C-",0.08,0.00247049345808671,0.157529506541913,0.03,0.05,TRUE
"558","New Hampshire",2016-10-28,2016-11-03,"SurveyMonkey","C-",0.1,0.024771733951727,0.175228266048273,0.00299999999999995,0.097,TRUE
"559","North Dakota",2016-10-27,2016-11-02,"SurveyMonkey","C-",-0.24,-0.357999198051743,-0.122000801948257,-0.358,0.118,TRUE
"560","New Mexico",2016-10-28,2016-11-03,"SurveyMonkey","C-",0.05,-0.0194695190180375,0.119469519018037,0.083,-0.033,TRUE
"561","Vermont",2016-10-27,2016-11-02,"SurveyMonkey","C-",0.31,0.219504839230479,0.400495160769521,0.264,0.046,TRUE
"562","Mississippi",2016-10-28,2016-11-03,"SurveyMonkey","C-",-0.09,-0.165244455540055,-0.0147555444599449,-0.178,0.088,TRUE
